марка,модель,поколение,мощность,год,пробег,состояние,двери,кузов,топливо,трансмиссия,цвет,привод,руль,комплектация,цена
Audi,Q5,I,272,2012.0,159000.0,не битый,5.0,внедорожник,бензин,автомат,чёрный,полный,левый,Base,923000
Audi,A4,B6,130,2001.0,250000.0,не битый,4.0,седан,бензин,вариатор,серый,передний,левый,Base,225000
Audi,A4,B8,160,2011.0,108000.0,не битый,4.0,седан,бензин,вариатор,белый,передний,левый,Standard,670000
Audi,A4,B8,143,2008.0,165700.0,не битый,4.0,седан,дизель,вариатор,красный,передний,левый,Standard,600000
Audi,Q5,I,211,2009.0,145000.0,не битый,5.0,внедорожник,бензин,автомат,белый,полный,левый,Base,700000
Audi,A7,I,245,2014.0,100000.0,не битый,5.0,хетчбэк,дизель,робот,чёрный,полный,левый,Base,1780000
Audi,Q5,I,225,2012.0,113000.0,не битый,5.0,внедорожник,бензин,автомат,белый,полный,левый,Base,1299000
Audi,A3,8P,125,2008.0,168000.0,не битый,5.0,хетчбэк,бензин,робот,синий,передний,левый,Base,419888
Audi,A6,C7,190,2015.0,30000.0,не битый,4.0,седан,бензин,робот,синий,передний,левый,Business,1680000
Audi,A5,I,211,2010.0,104000.0,не битый,2.0,купе,бензин,робот,чёрный,полный,левый,Base,650000
Audi,A8,D3,233,2004.0,336000.0,не битый,4.0,седан,дизель,автомат,синий,полный,левый,Base,590000
Audi,A1,8X,122,2012.0,118000.0,не битый,5.0,хетчбэк,бензин,робот,белый,передний,левый,Attraction,550000
Audi,A4,B5,170,2000.0,190970.0,не битый,4.0,седан,бензин,автомат,бежевый,полный,левый,Base,200000
Audi,A7,I,245,2011.0,138763.0,не битый,5.0,хетчбэк,дизель,робот,белый,полный,левый,Base,1300000
Audi,A4,B7,163,2007.0,152000.0,не битый,4.0,седан,бензин,механика,синий,передний,левый,Base,455000
Audi,80,B3,90,1987.0,400000.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,90000
Audi,A3,8P,160,2007.0,170000.0,не битый,5.0,хетчбэк,бензин,робот,красный,передний,левый,Base,340000
Audi,A6,C6,249,2008.0,120000.0,не битый,4.0,седан,бензин,автомат,серебряный,полный,левый,Base,285000
Audi,A6,C5,230,2000.0,300000.0,не битый,4.0,седан,бензин,механика,синий,полный,левый,Base,280000
Audi,A4,B6,170,2003.0,230000.0,не битый,4.0,седан,бензин,автомат,серебряный,полный,левый,Base,260000
Audi,80,B3,75,1988.0,305000.0,не битый,4.0,седан,бензин,механика,красный,передний,левый,Base,62000
Audi,A8,D3,350,2008.0,205000.0,не битый,4.0,седан,бензин,автомат,коричневый,полный,левый,Base,749000
Audi,80,B4,90,1991.0,429000.0,не битый,4.0,седан,бензин,механика,коричневый,передний,левый,Base,105000
Audi,100,C3,90,1987.0,450000.0,не битый,4.0,седан,бензин,механика,красный,передний,левый,Base,80000
Audi,100,C3,115,1987.0,300000.0,не битый,4.0,седан,бензин,механика,красный,передний,левый,Base,40000
Audi,A4,B7,130,2005.0,202000.0,не битый,4.0,седан,бензин,вариатор,серый,передний,левый,Base,430000
Audi,Q5,I,211,2009.0,185000.0,не битый,5.0,внедорожник,бензин,робот,серый,полный,левый,Base,1000000
Audi,A6,C5,250,2001.0,350000.0,битый,4.0,седан,бензин,автомат,серый,полный,левый,Base,123000
Audi,A6,C5,165,2000.0,360000.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,250000
Audi,Q7,4L,280,2008.0,175000.0,не битый,5.0,внедорожник,бензин,автомат,серый,полный,левый,Base,850000
Audi,A6,C7,190,2015.0,73000.0,не битый,4.0,седан,бензин,робот,синий,передний,левый,Advance,1300000
Audi,A7,I,204,2013.0,110000.0,не битый,5.0,хетчбэк,бензин,робот,серый,полный,левый,Base,1350000
Audi,A8,D4,290,2011.0,138000.0,не битый,4.0,седан,бензин,автомат,чёрный,полный,левый,Base,1190000
Audi,A3,8V,122,2013.0,149000.0,не битый,4.0,седан,бензин,робот,чёрный,передний,левый,Attraction,720000
Audi,A4,B6,163,2002.0,298000.0,битый,4.0,седан,дизель,механика,голубой,передний,левый,Base,88888
Audi,A3,8P,102,2006.0,250000.0,не битый,3.0,хетчбэк,бензин,автомат,жёлтый,передний,левый,Base,320000
Audi,A4,B7,163,2006.0,135000.0,не битый,4.0,седан,бензин,вариатор,коричневый,передний,левый,Base,480000
Audi,80,B3,90,1991.0,390000.0,не битый,4.0,седан,бензин,автомат,серебряный,передний,левый,Base,100000
Audi,A6,C6,255,2008.0,288000.0,не битый,5.0,универсал,бензин,автомат,серый,полный,левый,Base,530000
Audi,A7,I,249,2016.0,76000.0,не битый,5.0,хетчбэк,бензин,робот,серебряный,полный,левый,Base,2318000
Audi,A5,I,265,2008.0,230000.0,не битый,2.0,купе,бензин,автомат,чёрный,полный,левый,Base,700000
Audi,Q5,I,211,2010.0,170000.0,не битый,5.0,внедорожник,бензин,автомат,коричневый,полный,левый,Base,750000
Audi,Q7,4L,326,2009.0,203000.0,не битый,5.0,внедорожник,дизель,автомат,серебряный,полный,правый,Base,949000
Audi,100,C4,174,1990.0,337566.0,не битый,4.0,седан,бензин,механика,серебряный,передний,левый,Base,180000
Audi,80,B3,90,1991.0,320000.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,150000
Audi,A6,C7,249,2016.0,88200.0,не битый,4.0,седан,бензин,робот,чёрный,полный,левый,Business,1695000
Audi,100,C4,101,1992.0,500000.0,не битый,4.0,седан,бензин,механика,белый,передний,левый,Base,130000
Audi,100,C4,115,1994.0,400000.0,не битый,4.0,седан,бензин,механика,серый,передний,левый,Base,110000
Audi,A6,C5,165,1997.0,350000.0,не битый,4.0,седан,бензин,механика,серый,передний,левый,Base,280000
Audi,A4,B6,150,2001.0,280000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,210000
Audi,A6,C5,150,1998.0,283987.0,битый,5.0,универсал,дизель,механика,синий,передний,левый,Base,140000
Audi,A6,C4,150,1995.0,330000.0,не битый,5.0,универсал,бензин,механика,зелёный,полный,левый,Base,155000
Audi,100,C4,150,1992.0,350000.0,не битый,4.0,седан,бензин,автомат,белый,передний,левый,Base,119000
Audi,A4,B6,150,2004.0,270000.0,не битый,4.0,седан,бензин,вариатор,голубой,передний,левый,Base,320000
Audi,100,C4,133,1991.0,340000.0,не битый,4.0,седан,бензин,механика,серый,передний,левый,Base,105000
Audi,A6,C5,165,1999.0,280000.0,не битый,4.0,седан,бензин,механика,серебряный,передний,левый,Base,250000
Audi,Q3,I,170,2012.0,85000.0,не битый,5.0,внедорожник,бензин,робот,оранжевый,полный,левый,Base,915000
Audi,Q5,I,170,2012.0,105000.0,не битый,5.0,внедорожник,дизель,робот,красный,полный,левый,Base,935000
Audi,100,C3,90,1985.0,150000.0,не битый,4.0,седан,бензин,механика,бежевый,передний,левый,Base,35000
Audi,Q7,4L,233,2007.0,225000.0,битый,5.0,внедорожник,дизель,автомат,чёрный,полный,левый,Base,570000
Audi,A4,B8,160,2007.0,58000.0,не битый,4.0,седан,бензин,вариатор,бежевый,передний,левый,Standard,610000
Audi,A4,B5,125,1999.0,380000.0,битый,4.0,седан,бензин,механика,синий,передний,левый,Base,135000
Audi,A6,C7,204,2012.0,158000.0,не битый,4.0,седан,бензин,робот,чёрный,полный,левый,Base,970000
Audi,A4,B8,170,2012.0,152000.0,не битый,4.0,седан,бензин,вариатор,белый,передний,левый,Base,720000
Audi,A3,8L,101,1998.0,206000.0,не битый,3.0,хетчбэк,бензин,механика,синий,передний,левый,Base,180000
Audi,A8,D3,335,2003.0,380000.0,не битый,4.0,седан,бензин,автомат,золотой,полный,левый,Base,320000
Audi,A6,C6,177,2007.0,238000.0,не битый,4.0,седан,бензин,вариатор,серебряный,передний,левый,Base,490000
Audi,A6,C5,170,2001.0,285000.0,не битый,4.0,седан,бензин,автомат,серый,полный,левый,Base,180000
